Be cool.	Entspann dich!
Tom was furious, but he tempered his language because there were children present.	Tom war wütend, hielt seine Sprache aber im Zaum, weil Kinder anwesend waren.
Exclamation marks are used much more frequently in German than they are in English.	Ausrufezeichen werden im Deutschen weit häufiger als im Englischen verwendet.
I didn't want to risk missing the train, so I arrived at the station an hour early.	Ich wollte nicht riskieren, den Zug zu verpassen; deswegen kam ich eine Stunde zu früh am Bahnhof an.
If you are interested in studying English with a native speaker, please contact me.	Wenn du zusammen mit einem Muttersprachler Englisch lernen möchtest, kontaktiere mich bitte.
It was not until she finished reading the book that she noticed who had written it.	Erst als sie das Buch zu Ende gelesen hatte, fiel ihr auf, wer sein Autor war.
The British Parliament is divided into the House of Commons and the House of Lords.	Das britische Parlament besteht aus dem Ober- und dem Unterhaus.
Tom looked at his watch and saw that he only had five minutes left until lunchtime.	Tom sah auf seine Uhr und bemerkte, dass ihm nur noch fünf Minuten bis zum Mittagessen blieben.
Tom thought that he had woken up from his dream, but in fact he was still dreaming.	Tom glaubte sich aus seinem Traum erwacht, doch träumte er wahrlich noch immer.
Tom was sentenced to five days in jail and a year on probation for drunken driving.	Tom wurde wegen Trunkenheit am Steuer zu fünf Tagen Gefängnis und einem Jahr Bewährungszeit verurteilt.
I don't know what else Tom told you, but I do know he doesn't always tell the truth.	Ich weiß nicht, was Tom dir sonst noch so erzählt hat; was ich aber weiß, ist, dass er nicht immer die Wahrheit sagt.
It was no coincidence that both Tom and Mary were in the cafeteria at the same time.	Es war kein Zufall, dass Tom und Maria beide zur gleichen Zeit in der Cafeteria waren.
Tom claimed that the contract was invalid because he'd been coerced into signing it.	Tom behauptete, der Vertrag sei ungültig, weil er zur Unterschrift genötigt worden sei.
Tom wondered how long it would be before Mary realized that John wasn't coming back.	Tom fragte sich, wie lange es wohl dauern würde, bis Maria einsähe, dass Johannes nicht mehr wiederkäme.
Whether you believe it or not, I want to get this thing over with as much as you do.	Ob du es glaubst oder nicht, ich will diese Sache genauso wie du hinter mich bringen.
I think the reason Tom is so good at French is that he watches a lot of French movies.	Ich glaube, Tom kann deswegen so gut Französisch, weil er sich viele französische Filme ansieht.
She asked him to give her some money so she could go to a restaurant with her friends.	Sie bat ihn um Geld, damit sie mit ihren Freundinnen in ein Restaurant gehen könnte.
Tom didn't know where Mary was going, but he had a good idea where she might be going.	Tom wusste zwar nicht, wo Maria hinwollte, ahnte es aber.
Tom's muscles were tired and he wanted to get home and soak in a hot bath for a while.	Toms Muskeln waren erschöpft, und er wollte nach Hause, um in ein heißes Bad zu steigen.
I don't think I've ever done anything that would cause my parents to want to punish me.	Ich glaube, ich habe noch nie etwas getan, was meine Eltern dazu bewogen hätte, mich bestrafen zu wollen.
People who are afraid of making mistakes will make no progress in English conversation.	Wer Angst davor hat, Fehler zu machen, dem werden keine Fortschritte in englischer Konversation gelingen.
Tom's reached a point in his life where he has to make some pretty important decisions.	Tom hat einen Punkt im Leben erreicht, an dem er einige ausgesprochen wichtige Entscheidungen zu treffen hat.
Tom's the kind of person who calls a spade a spade and a lot of people don't like that.	Tom gehört zu den Leuten, die Tacheles reden, und das gefällt vielen nicht.
If you are lucky enough to look under 25, please don't be offended if we ask you for ID.	Wenn Sie das Glück haben, jünger auszusehen als 25, fassen Sie es bitte nicht als Beleidigung auf, wenn wir Sie bitten, sich auszuweisen.
Tom would have liked to have stayed for dinner, but he had urgent business to attend to.	Tom wäre gerne noch zum Abendessen geblieben, aber es gab dringende Angelegenheiten, um die er sich kümmern musste.
As we age, our bodies become weaker and don't heal themselves as quickly as they used to.	Der Körper wird mit zunehmendem Alter schwächer und heilt sich nicht mehr so schnell wie in der Jugend.
Tom has always maintained that he is innocent, and claims to this day that he was framed.	Tom hat immer seine Unschuld bekräftigt und behauptet bis heute, dass er verleumdet wurde.
I now live in Boston in the US, but I plan to go back to Japan before the end of the year.	Ich wohne jetzt in Boston in den Vereinigten Staaten; ich will aber noch vor Ende des Jahres nach Japan zurück.
There are seedless grapes and seedless watermelons. I wonder if there are seedless mangoes.	Weintrauben oder Wassermelonen ohne Kerne gibt es ja. Ob es wohl auch Mangos ohne Kern gibt?
Tom can't work as a doctor in Australia because his qualifications aren't recognized there.	Tom kann nicht als Arzt in Australien arbeiten, weil seine Ausbildungsnachweise dort nicht anerkannt sind.
Tom compared a picture taken of Mary three years ago with one that had been taken recently.	Tom verglich ein drei Jahre altes Foto von Mary mit einem aktuellen.
I don't go to the movies alone because I like to talk to someone about the movie afterwards.	Allein gehe ich nicht ins Kino, weil ich nach dem Film gern mit jemand darüber spreche.
The area of a triangle is half of the area of the rectangle with equivalent base and height.	Der Flächeninhalt eines Dreiecks ist die Hälfte von dem des Rechtecks mit der gleichen Höhe und Grundseite.
Tom pleaded guilty to drunken driving and his driver's license was suspended for six months.	Tom bekannte sich schuldig, betrunken Auto gefahren zu sein, und sein Führerschein wurde für sechs Monate eingezogen.
The man in charge of the merry-go-round decided to make sure everything was working properly.	Der für das Karussell Verantwortliche beschloss, sich zu vergewissern, dass alles korrekt funktionierte.
Tom sets the table on Mondays, Wednesdays and Fridays. Mary sets the table on the other days.	Montags, mittwochs und freitags deckt Tom den Tisch, an den übrigen Tagen Maria.
Tom wore a neck brace for several months after receiving a whiplash injury in a car accident.	Tom trug für einige Monaten eine Halskrause, nachdem sich er bei einem Autounfall eine Peitschenschlagverletzung zugezogen hatte.
Abraham Lincoln, the 16th president of the United States, was born in a log cabin in Kentucky.	Abraham Lincoln, der 16. Präsident der Vereinigten Staaten, wurde in einem Blockhaus in Kentucky geboren.
Money can't buy happiness. However, it's more comfortable to cry in a Maserati than on a bike.	Glück kann man mit Geld nicht kaufen. Aber es ist bequemer, in einem Maserati als auf einem Fahrrad zu heulen.
As you already know, I don't speak French very well, so I'd rather not give a speech in French.	Wie du bereits weißt, spreche ich nicht allzu gut Französisch. Daher zöge ich es vor, keine Rede auf Französisch zu halten.
As you already know, I don't speak French very well, so I'd rather not give a speech in French.	Wie ihr bereits wisst, spreche ich nicht allzu gut Französisch. Daher zöge ich es vor, keine Rede auf Französisch zu halten.
Mozart wrote brilliant, complex musical compositions as easily as you or I would write a letter.	Mozart schrieb brillante, komplexe Musikstücke mit ebensolcher Leichtigkeit, wie du oder ich einen Brief schrieben.
Tom adapted last year's lesson plans so he could use them with this year's lower level students.	Tom hat den Unterrichtsplan des vergangenen Jahres so angepasst, dass er ihn für die weniger fortgeschrittenen Schüler dieses Jahres nutzen kann.
Few people take the trouble to read all the terms and conditions of a contract before signing it.	Nur wenige machen sich vor dem Unterzeichnen die Mühe, sich alle Vertragsbedingungen durchzulesen.
Listening to a language being spoken is very different from reading or writing the same language.	Eine Sprache gesprochen zu hören unterscheidet sich sehr vom Lesen oder Schreiben derselbigen.
She advised him to visit Boston, because she thought it was the most beautiful city in the world.	Sie legte ihm einen Besuch in Boston nahe, da sie es für die schönste Stadt der Welt hielt.
He was pressed for time, so he only skimmed through the morning paper before rushing out the door.	Er stand unter Zeitdruck, so überflog er nur die Tageszeitung, ehe er zur Tür hinauseilte.
Sooner or later, every parent has to have a talk with their children about the birds and the bees.	Früher oder später müssen alle Eltern mit ihren Kindern darüber sprechen, wie es sich mit den Bienchen und den Blümchen verhält.
The first thing Tom does when he meets a new woman is check to see if she's wearing a wedding ring.	Wenn Tom eine Frau kennenlernt, überprüft er als allererstes, ob sie einen Ehering trägt.
Tom did everything within his power to save the children that were trapped in the burning building.	Tom tat alles in seiner Macht Stehende, um die in dem brennenden Gebäude gefangenen Kinder zu retten.
I'll be playing tennis with Tom this afternoon, but it's not something I'm really looking forward to.	Ich spiele heute Nachmittag Tennis mit Tom, aber das ist nichts, worauf ich mich besonders freue.
Tom's mobile phone fell out of his pocket into the pool when he leaned over to check the water level.	Toms Mobiltelefon fiel aus seiner Tasche ins Schwimmbecken, als er sich vornüberbeugte, um den Wasserstand festzustellen.
Let's go see a movie tonight? "I can't. I'm busy." "How about tomorrow night?" "I'm busy then, too."	„Gehen wir heute Abend ins Kino?“ – „Ich kann nicht. Ich habe zu tun.“ – „Und morgen Abend?“ – „Da habe ich auch zu tun.“
It was Tom's turn to cook, but he'd forgotten to buy the ingredients for the dish he wanted to prepare.	Tom war mit Kochen an der Reihe, aber er hatte vergessen, die Zutaten für das Gericht zu besorgen, das er zubereiten wollte.
Tom is always sleeping in class. It almost seems as if he goes to school just to catch up on his sleep.	Tom schläft ständig im Unterricht. Es will fast scheinen, als käme er nur, um versäumten Schlaf nachzuholen, in die Schule.
Though grammatically there is nothing wrong with this sentence, I doubt if anyone would actually ever use it.	Obwohl es grammatisch an diesem Satz nichts auszusetzen gibt, bezweifele ich, dass ihn jemand so verwenden würde.
Tom spent a very enjoyable hour watching his grandson playing on the equipment at the shopping mall playground.	Tom vergnügte sich eine Stunde lang damit, seinem Enkel dabei zuzuschauen, wie er auf den Spielgeräten des Einkaufszentrumsspielplatzes herumturnte.
Tom lost so much weight that one of his friends walked straight past him in the street, without recognising him.	Tom hat so viel abgenommen, dass ein Freund von ihm auf der Straße glatt an ihm vorbeiging, ohne ihn zu erkennen.
Tom and Mary went on a cruise near Italy for their honeymoon, but the ship sank and Tom was drowned in his cabin.	Tom und Maria verbrachten die Flitterwochen auf einer Kreuzfahrt in der Nähe von Italien, aber das Schiff sank, und Tom ertrank in seiner Kabine.
